iknn,user_id,item_id,model
9.324688235609392,3493,3694,iknn
8.086164696032418,3493,944,iknn
56.50523974167075,3306,944,iknn
42.87946867213792,3306,2646,iknn
21.82444791468586,3269,331,iknn
19.831725175162603,3269,3694,iknn
13.792530315245546,3767,1279,iknn
8.335547379322035,3823,3694,iknn
29.295432503633656,3842,672,iknn
29.116308911894407,3842,1490,iknn
15.070773268660012,3845,530,iknn
45.71947486479083,3633,2646,iknn
11.30210853129772,2834,3256,iknn
37.97718913406033,2727,2067,iknn
35.59884293057516,2727,3694,iknn
29.413944017261606,3164,331,iknn
22.41269628790214,3164,944,iknn
28.720369220894785,3206,944,iknn
26.185684676623342,3206,3694,iknn
14.985487492646442,3005,619,iknn
9.150429222995143,82,989,iknn
23.60234726542957,3043,944,iknn
22.685361973611233,3043,1811,iknn
22.128775669114386,4675,1341,iknn
16.53672123081061,4675,1678,iknn
61.670487008265525,4635,1248,iknn
26.771397883328348,50,944,iknn
26.380621561492855,50,119,iknn
26.29015463417734,50,331,iknn
17.80397723180373,4759,944,iknn
17.15490371508575,4759,331,iknn
7.5942547899103525,4562,1678,iknn
11.640512514030185,4921,3350,iknn
8.879880595377271,4921,1678,iknn
8.293456834859866,4921,1811,iknn
49.13903962015976,4828,944,iknn
49.062013799151494,4828,3694,iknn
4.37348421341169,4149,2646,iknn
38.87189375483604,4125,944,iknn
49.02355437338168,3913,2646,iknn
44.67996220847682,3913,3694,iknn
6.380304298033651,3921,989,iknn
10.5936524880338,3984,331,iknn
10.506892695128593,3984,3694,iknn
9.977796489141959,3984,944,iknn
5.803416076947892,4389,2067,iknn
57.790242819320184,4355,944,iknn
22.67391864682193,4201,3350,iknn
35.59935207581907,4242,3694,iknn
34.49623491530245,4242,944,iknn
31.808835163874605,4242,119,iknn
30.125306142800095,4289,331,iknn
52.761018898942424,4279,331,iknn
51.07180226675216,4279,1341,iknn
48.10889605816422,4279,2646,iknn
47.52589433180568,4279,1811,iknn
16.777119839482978,1022,2646,iknn
16.518491566862778,1022,331,iknn
25.83886355471309,953,3694,iknn
25.459669813808347,953,2067,iknn
24.980509989886855,953,944,iknn
12.471376894306614,1046,2646,iknn
66.82762603645573,1103,2646,iknn
15.67066670537828,804,1341,iknn
29.897182074503405,932,2602,iknn
3.007460766780639,886,331,iknn
2.8844226990738737,886,2067,iknn
41.41300666823288,878,944,iknn
36.20557943444337,878,331,iknn
33.48908807683789,900,331,iknn
26.740944726767356,900,1248,iknn
35.20667737815818,1106,3694,iknn
20.979453173811045,1261,944,iknn
44.16317339404755,1280,944,iknn
34.39685361365593,1280,2067,iknn
37.608941573282394,1384,944,iknn
33.50243920307664,1384,2067,iknn
11.809467150162687,1164,2646,iknn
11.122797845130888,1164,944,iknn
27.114703633789357,1119,944,iknn
20.39465686869419,1220,3694,iknn
19.890108444633128,1220,944,iknn
19.828212798313935,1220,2646,iknn
11.05360567710445,1206,3694,iknn
8.663815664684064,389,331,iknn
96.97003534436483,401,3694,iknn
45.9543045077198,413,331,iknn
16.08388141722417,362,331,iknn
14.680321693863718,362,2545,iknn
13.181504716061259,362,3694,iknn
16.76366400722485,453,1341,iknn
14.104754945230315,453,2636,iknn
13.669474538232365,453,3350,iknn
13.516430530557523,453,530,iknn
20.94807709176764,450,331,iknn
20.228285019967988,450,1811,iknn
24.650903587357604,443,944,iknn
14.246214625827472,206,331,iknn
11.926764153728804,206,944,iknn
5.511739990815149,203,331,iknn
52.624461551276944,328,331,iknn
59.1594104842311,295,944,iknn
45.959117346620765,295,2067,iknn
25.46999050808415,545,944,iknn
33.20824422606577,549,944,iknn
28.953229067507046,549,3694,iknn
27.15185173935987,512,3694,iknn
23.148969149315615,512,944,iknn
66.52354896301449,532,2646,iknn
4.8198653577736,614,2646,iknn
8.824322235520865,590,2646,iknn
39.62290527769669,601,2646,iknn
28.936273408878098,595,3694,iknn
26.01832972671684,595,1617,iknn
8.157832225936499,2246,3694,iknn
7.848091030998928,2246,331,iknn
15.755179880909692,2305,1811,iknn
16.494015462286097,2333,3694,iknn
22.53342697616334,2088,3694,iknn
20.04941014423518,2088,331,iknn
31.92169358699926,2103,944,iknn
28.031751769562383,2519,3350,iknn
26.78120580465939,2519,2646,iknn
5.962390567882258,2573,3694,iknn
14.360344492036347,2591,3694,iknn
14.76819496820796,2411,1279,iknn
18.033661032935985,2467,1811,iknn
30.693699495375316,2433,944,iknn
28.012418914105055,2433,2646,iknn
24.839252957160014,2433,2067,iknn
6.522788895468906,1659,1279,iknn
6.354870067993156,1659,523,iknn
6.283546246517451,1659,796,iknn
11.401138630287374,1648,331,iknn
37.590395578165136,1427,944,iknn
10.681489427411488,1537,3350,iknn
29.311649451762882,1560,1859,iknn
24.09582833830753,1560,3418,iknn
48.74290109309253,1876,1617,iknn
41.716460849557606,1876,2646,iknn
11.38012326825587,1813,989,iknn
10.645167937926912,1813,1371,iknn
71.17447594604407,1816,944,iknn
30.20033556345386,5920,3694,iknn
26.931624942162987,5920,944,iknn
16.367643817435404,5868,944,iknn
16.317220694346787,5868,3694,iknn
15.762247907646948,5868,119,iknn
27.799435472147707,5775,944,iknn
7.91967924999719,5969,1341,iknn
6.851309765921401,5842,3066,iknn
5.8607993258100475,5842,1354,iknn
14.038351455786435,5530,331,iknn
56.88945422679437,5803,331,iknn
15.194599217899901,5565,944,iknn
27.066192238960117,5068,944,iknn
