slim,user_id,item_id,model
0.2559678178802237,3493,3418,slim
0.21783227615115217,3493,3424,slim
0.6172716094938322,3306,793,slim
0.49424991060954787,3269,1354,slim
0.4565451944405999,3269,3694,slim
0.4023218287915925,3767,2067,slim
0.3800635780875922,3767,2931,slim
0.3502665801549791,3767,1403,slim
0.33880248453466666,3767,1279,slim
0.2948492863848721,3823,3105,slim
0.6249660524505758,3842,672,slim
0.46996026606895297,3845,530,slim
0.15313729258877287,3775,3418,slim
0.2399753844504645,3582,493,slim
0.1419568741048792,3582,3172,slim
0.7423443808443119,3633,2646,slim
0.624522714703912,3633,3350,slim
0.6542051504468498,2834,3256,slim
0.4718237530528269,2834,2376,slim
0.5315709944165828,2850,3424,slim
1.0006178509919461,2727,2817,slim
0.6248548880056238,3164,331,slim
0.5247121783904095,3206,1811,slim
0.7798326511833,2988,2281,slim
0.746102562408405,2988,3441,slim
0.6730791949445586,3005,868,slim
0.5764474973198206,3005,619,slim
0.5075107276413607,3005,493,slim
0.43710703778259313,2942,1102,slim
0.43532598033111986,2942,357,slim
0.422254646857113,2942,1859,slim
0.4101160791199613,2942,3418,slim
0.22950142018559194,3064,3311,slim
0.3858879924234982,82,2572,slim
0.327115351069233,82,989,slim
0.4434741161433367,3043,1102,slim
0.4612131731690198,4675,2281,slim
0.4605993691948538,4675,1678,slim
0.45487630617551156,4675,188,slim
1.3162260017358323,4746,3418,slim
0.9343787533442116,4746,1102,slim
0.9144754758614904,4746,1373,slim
0.44643432326829646,4759,1248,slim
0.44981579438339075,4703,1354,slim
0.3798561738355085,4703,357,slim
0.34917596042142396,4703,1279,slim
0.36559296781565814,4562,534,slim
0.24961803470566854,4562,1603,slim
0.14374973338666425,4970,331,slim
0.12358940058899462,4970,2817,slim
0.3818222920163881,4921,1678,slim
0.37633594030323403,4921,3350,slim
0.3720664587264225,4921,406,slim
0.6909061526519252,4067,2365,slim
0.31905547298771775,4067,2281,slim
0.3148293328212917,4146,3172,slim
0.19093876392122003,4149,1279,slim
0.8501425138917162,4125,3424,slim
0.7214213512033709,4110,2376,slim
0.4857190828946069,4110,3256,slim
0.7642509262389616,3913,2646,slim
0.3783008789105131,3921,3256,slim
0.5465426994444532,3922,989,slim
0.26414145039146936,4005,1593,slim
0.2577575627245684,4005,3204,slim
0.1478774258918248,4389,3418,slim
0.7361143506691672,4355,3441,slim
1.0564062104790595,4412,1354,slim
0.514925477179606,4168,494,slim
0.5868096058702954,4201,406,slim
0.5245017436661452,4201,3350,slim
0.6198661481837067,4242,1371,slim
0.6616312047938422,4289,2281,slim
0.8585947206056939,4279,2646,slim
0.8166225275701753,4279,1341,slim
0.8099162647695431,4279,3035,slim
0.4589804397839913,4267,2365,slim
0.4023389153152129,1022,2646,slim
0.38067509751924444,1022,2817,slim
0.4839308455557408,1046,452,slim
0.37842670717515375,1046,1968,slim
1.0613517815111382,1103,1859,slim
0.44844445421777607,864,1811,slim
0.3853283322026471,864,2365,slim
0.21186985618936158,864,3350,slim
0.41969726051914324,804,2281,slim
0.38420122920339983,804,1341,slim
0.6082965007694198,932,2602,slim
0.2286697277486505,886,1795,slim
0.7053720797508092,878,2281,slim
0.5991222118664528,878,2636,slim
0.7615828562274192,900,331,slim
0.580871039072791,1106,1073,slim
0.6143244313703325,1384,3349,slim
0.2617191512462027,1164,1811,slim
0.5433434715742522,1119,3418,slim
0.4096935554703255,1140,1811,slim
0.40769770110849235,1256,3424,slim
0.3907522584359391,1256,796,slim
0.4534560116808524,1220,2646,slim
0.3244163601043619,1220,2365,slim
0.26964835324499853,389,3441,slim
1.3434020748581907,401,1811,slim
0.7074374461169949,362,2545,slim
0.45080212121699964,362,1310,slim
0.3020929517424091,472,2646,slim
0.2712563249286266,472,1102,slim
0.24983653657406998,472,2281,slim
0.46309054266967825,453,1341,slim
0.4409501043702934,453,530,slim
0.42332707663819574,453,2281,slim
0.8310260713308713,450,1811,slim
0.4193100987509079,450,331,slim
0.43863086641444055,443,1102,slim
0.31192482695175067,206,1498,slim
0.2591137604620028,203,1248,slim
0.19375342868145332,203,3600,slim
1.0252543800861669,328,253,slim
0.9534744846045425,328,530,slim
0.7824404475090776,328,1279,slim
0.8861060649847027,295,1498,slim
0.7949540532917727,295,944,slim
1.0824432523025553,652,3600,slim
0.5707035010927765,512,3694,slim
0.4722791231331028,512,3019,slim
0.42028084707599345,512,1279,slim
0.9963357869577723,532,2646,slim
0.20317343034536361,614,253,slim
0.17597646971142233,614,3019,slim
0.33279864301328316,590,2281,slim
0.2725251394193919,590,3638,slim
0.27231959750769247,590,2646,slim
0.660140901140734,601,2646,slim
0.18815635105436285,2303,188,slim
0.18482459980750962,2303,989,slim
0.14333969670693675,2303,3441,slim
0.4108427222387282,2305,1341,slim
0.528345714403871,2088,3694,slim
0.6513168132181658,2103,1811,slim
0.504113625016153,2103,1341,slim
0.2516383475631147,2060,2541,slim
0.7132194697851957,2339,3311,slim
0.5204549270937829,2519,2646,slim
0.21893539902100795,2573,2877,slim
0.28720340717115117,2591,793,slim
0.4363740565108162,2411,1279,slim
0.1941788842748896,2360,2817,slim
0.559037833319078,2361,2580,slim
0.8694761307124615,2433,2365,slim
0.3550676967038103,1659,2384,slim
0.22993495460957933,1648,2572,slim
0.7217486020090821,1427,1102,slim
0.6056239284161908,1427,1470,slim
0.4584651070384647,1537,3035,slim
0.8668557458044727,1560,3418,slim
0.7844517642645241,1560,1859,slim
0.6843427118514456,1560,1354,slim
0.641103848631822,1560,494,slim
0.6297206134095434,1560,692,slim
0.8299828546915801,1876,2646,slim
0.8286918999774046,1876,1617,slim
0.5156345132038087,2001,1811,slim
0.31137529276750486,2001,1371,slim
0.3476021239010142,1813,1371,slim
0.511283120704919,1812,1279,slim
0.8265385059115692,1816,944,slim
0.8195536899671212,1816,2636,slim
0.6358030445822351,5920,1811,slim
0.20204034039987018,5644,2527,slim
0.1889051673477765,5644,1248,slim
0.26702191318746304,5400,188,slim
0.4567327125735486,5682,1460,slim
0.43428155258084833,5682,1470,slim
0.6684198552825011,5374,2281,slim
0.5364503207887723,5374,523,slim
0.36461046001983394,5969,534,slim
0.30435619739413095,5969,3256,slim
0.37404290322604766,5842,3066,slim
0.36779236602283427,5842,1354,slim
0.4226405532554569,5185,1371,slim
0.42224498847156655,5283,3019,slim
0.3796253875468932,5283,525,slim
0.24218310036233887,5283,2541,slim
0.7377084196810845,5803,1279,slim
0.46807319059904423,5565,3256,slim
0.42217227282698666,5565,1245,slim
0.640449771533642,5079,3225,slim
0.3925144845969733,5321,989,slim
0.4458879452542359,5259,1811,slim
0.41314491573946416,5409,530,slim
0.2305643567415204,5548,2281,slim
0.22765311012357764,5548,2646,slim
0.19690728929861762,5548,3105,slim
0.9392833654351693,5886,989,slim
0.5398837369729309,5886,2376,slim
0.4239287586869725,2606,331,slim
0.24436271672189033,3457,1927,slim
0.5683074401217518,3768,944,slim
0.4659263767384615,425,3050,slim
0.858979370634623,1950,2602,slim
0.45989903107923863,4600,989,slim
0.36944278886602466,4600,2916,slim
0.33877429338135207,4600,525,slim
0.1734382595926755,3450,2817,slim
0.13333648154942546,3450,1279,slim
0.53871686774974,3286,3694,slim
0.33795441635360507,3286,119,slim
0.44592813200813,3280,1804,slim
0.39451319115095057,3280,1279,slim
0.3007280123594059,3280,1406,slim
0.29744931158964694,3280,2931,slim
0.17281950165681306,3250,3600,slim
0.33791536969572067,3262,3105,slim
0.4485436422738647,3542,3694,slim
1.0288834421046504,3761,796,slim
0.8960523668460385,3761,494,slim
0.848981767642838,3761,1859,slim
0.7516638596397173,3760,652,slim
0.6283945387436765,3760,530,slim
0.5809799696200973,3760,2024,slim
0.7984294701032235,3717,672,slim
0.6958042597988967,3598,3050,slim
0.2760499498331198,3598,1603,slim
0.2689272309298662,3598,3019,slim
0.25305640442181615,3598,2541,slim
0.8426824588966263,2793,2067,slim
0.8195990255166888,2911,1811,slim
0.634476588197605,2911,1371,slim
0.6045130414532268,2911,1279,slim
0.5380376616498298,2911,253,slim
0.2941954987674639,97,1811,slim
0.2945304112365561,2718,3105,slim
0.29053936911570144,2718,1102,slim
0.2895038871181875,2718,1341,slim
0.2278306907399496,2718,1371,slim
0.3303050560474841,3106,2365,slim
0.2840856226667565,3106,1279,slim
1.1298957085725183,3095,1354,slim
0.6240662982199944,3217,3638,slim
0.7352239858701183,3196,17,slim
0.6239486760501144,3196,2877,slim
0.42737820518000724,3196,1811,slim
0.5287533978518202,3186,2281,slim
0.46636538147474094,3068,331,slim
0.8196723487357237,2644,2437,slim
0.6657262097721786,4676,1490,slim
0.6584219595811069,4654,406,slim
0.29954624205802427,49,1811,slim
0.29758109165836694,49,174,slim
0.2621365492738906,49,3600,slim
