als,user_id,item_id,model
0.7982034683227539,3767,2828,als
0.7929618954658508,3767,3022,als
0.7607699632644653,3767,2798,als
0.7165745496749878,3767,796,als
0.715274453163147,3767,3456,als
0.7147448062896729,3767,523,als
0.7060032486915588,3767,1279,als
0.7057002782821655,3767,2732,als
0.6880072951316833,3767,2327,als
0.6698401570320129,3767,1186,als
0.8952692747116089,3823,2256,als
0.868534505367279,3823,246,als
0.6828137040138245,3823,1376,als
0.6615785956382751,3823,2068,als
0.6585436463356018,3823,2933,als
0.5916155576705933,3823,3059,als
0.5746502876281738,3823,1470,als
0.5720543265342712,3823,2402,als
0.5702930092811584,3823,1912,als
0.5629732012748718,3823,790,als
0.934280276298523,2834,1052,als
0.8645738363265991,2834,3256,als
0.8109439611434937,2834,43,als
0.780977189540863,2834,1560,als
0.741667628288269,2834,482,als
0.7337797284126282,2834,2409,als
0.7031661868095398,2834,183,als
0.6979755759239197,2834,1278,als
0.6866514086723328,2834,1470,als
0.6842185258865356,2834,1014,als
0.8954581022262573,3043,3013,als
0.8815194368362427,3043,208,als
0.8228657841682434,3043,1831,als
0.8053221106529236,3043,3022,als
0.7926940321922302,3043,293,als
0.7787168622016907,3043,1746,als
0.7535514235496521,3043,463,als
0.750128448009491,3043,2129,als
0.7488772869110107,3043,3142,als
0.7274088859558105,3043,3409,als
0.9730827212333679,4675,863,als
0.8999377489089966,4675,3474,als
0.8558349609375,4675,1341,als
0.8283041715621948,4675,467,als
0.7468470931053162,4675,1001,als
0.7345539927482605,4675,1615,als
0.7226991653442383,4675,472,als
0.7186657786369324,4675,1678,als
0.7063547968864441,4675,20,als
0.7045386433601379,4675,1227,als
0.7110209465026855,4703,1638,als
0.6852066516876221,4703,1354,als
0.6554619073867798,4703,796,als
0.5908858776092529,4703,3653,als
0.5717811584472656,4703,1279,als
0.5617334246635437,4703,1186,als
0.5609208941459656,4703,2676,als
0.5315099358558655,4703,1505,als
0.5176578760147095,4703,523,als
0.5157192349433899,4703,3424,als
0.9157452583312988,3922,382,als
0.8966984152793884,3922,3677,als
0.8947226405143738,3922,3409,als
0.8885127305984497,3922,802,als
0.8441389799118042,3922,246,als
0.8376124501228333,3922,186,als
0.8287265300750732,3922,43,als
0.7733941078186035,3922,1316,als
0.7705461382865906,3922,2281,als
0.7510258555412292,3922,1086,als
0.9516823291778564,4242,1315,als
0.9342064261436462,4242,3409,als
0.895588219165802,4242,1583,als
0.8658588528633118,4242,3238,als
0.8549945950508118,4242,3153,als
0.8136262893676758,4242,3473,als
0.7956398129463196,4242,463,als
0.787175178527832,4242,2732,als
0.7741426825523376,4242,119,als
0.7710890173912048,4242,989,als
1.104946255683899,1022,2817,als
0.9035360217094421,1022,1211,als
0.8114697337150574,1022,2646,als
0.7670696973800659,1022,1746,als
0.7231242656707764,1022,2768,als
0.7135578989982605,1022,463,als
0.6683046221733093,1022,1615,als
0.6631224155426025,1022,2210,als
0.6592304706573486,1022,640,als
0.6343536376953125,1022,2474,als
0.907793402671814,932,398,als
0.895060122013092,932,2626,als
0.8896937370300293,932,2297,als
0.8725418448448181,932,1007,als
0.8537260293960571,932,2603,als
0.8297225832939148,932,1328,als
0.8283113837242126,932,3318,als
0.8256789445877075,932,2602,als
0.8169487118721008,932,1491,als
0.8155604004859924,932,2314,als
1.0044183731079102,900,799,als
0.8564878702163696,900,2980,als
0.8424816727638245,900,2340,als
0.8364489078521729,900,96,als
0.8238583207130432,900,1007,als
0.8127210140228271,900,331,als
0.7904037237167358,900,501,als
0.7827893495559692,900,1210,als
0.782713770866394,900,2510,als
0.7820045351982117,900,3358,als
0.9710974097251892,1106,1223,als
0.9672393798828125,1106,1858,als
0.9542631506919861,1106,3424,als
0.9443223476409912,1106,2800,als
0.9202440977096558,1106,2664,als
0.9098624587059021,1106,2070,als
0.8944706916809082,1106,2006,als
0.8882110118865967,1106,2862,als
0.8832367658615112,1106,138,als
0.881568968296051,1106,2345,als
0.9675197005271912,1280,2980,als
0.884547233581543,1280,119,als
0.8690397143363953,1280,1615,als
0.8661006689071655,1280,3238,als
0.8510318398475647,1280,2688,als
0.8477156758308411,1280,3423,als
0.8290985226631165,1280,1315,als
0.8262670636177063,1280,1546,als
0.824510931968689,1280,2256,als
0.7962986826896667,1280,476,als
0.8151301145553589,1164,892,als
0.7733486890792847,1164,1240,als
0.6986501812934875,1164,253,als
0.6745398640632629,1164,3151,als
0.6694955825805664,1164,2165,als
0.6502188444137573,1164,3557,als
0.5789647698402405,1164,1186,als
0.5667030811309814,1164,2646,als
0.5619267225265503,1164,3677,als
0.5522181391716003,1164,2281,als
0.9170928597450256,1220,1039,als
0.8324194550514221,1220,2646,als
0.7743372917175293,1220,543,als
0.7637760043144226,1220,2501,als
0.7525628209114075,1220,1956,als
0.7105420827865601,1220,3473,als
0.6667859554290771,1220,2510,als
0.6631796360015869,1220,472,als
0.6471877694129944,1220,1615,als
0.6234574317932129,1220,3142,als
0.7394043207168579,1206,3110,als
0.7375785708427429,1206,2840,als
0.6687701344490051,1206,2541,als
0.6349093317985535,1206,2470,als
0.620894730091095,1206,3159,als
0.5821884274482727,1206,584,als
0.5565373301506042,1206,1190,als
0.5502399206161499,1206,2280,als
0.5438846349716187,1206,868,als
0.5437372922897339,1206,237,als
1.051841139793396,401,936,als
1.0237727165222168,401,2387,als
1.0201311111450195,401,2972,als
1.0181829929351807,401,454,als
0.9740929007530212,401,1439,als
0.9711436033248901,401,3533,als
0.9665673971176147,401,1906,als
0.9617305994033813,401,1828,als
0.9491749405860901,401,613,als
0.9420346021652222,401,3628,als
0.8592914342880249,362,2545,als
0.7807388305664062,362,549,als
0.7659866809844971,362,1310,als
0.7295917868614197,362,2443,als
0.7194387316703796,362,1794,als
0.718176007270813,362,480,als
0.7027751803398132,362,1096,als
0.6812273263931274,362,2781,als
0.6774457097053528,362,2755,als
0.6570832133293152,362,535,als
0.6667336821556091,365,3153,als
0.5971306562423706,365,2862,als
0.5602579116821289,365,2327,als
0.5585118532180786,365,36,als
0.5372875332832336,365,124,als
0.5222296714782715,365,3423,als
0.5095680952072144,365,2564,als
0.4744079113006592,365,707,als
0.4639205038547516,365,2828,als
0.4581097662448883,365,2265,als
0.9778314232826233,532,3317,als
0.9578147530555725,532,741,als
0.9457685351371765,532,1568,als
0.9439193606376648,532,36,als
0.9184530973434448,532,2745,als
0.9078369140625,532,3668,als
0.9040767550468445,532,2931,als
0.9039384126663208,532,2468,als
0.9022616147994995,532,3023,als
0.8835328817367554,532,1083,als
0.7024968266487122,614,584,als
0.6501377820968628,614,640,als
0.5250452756881714,614,1638,als
0.4946432113647461,614,1858,als
0.48346251249313354,614,2297,als
0.4800280034542084,614,3335,als
0.47874850034713745,614,1376,als
0.4573361575603485,614,1216,als
0.4401398003101349,614,2387,als
0.40859463810920715,614,1223,als
0.9445902109146118,2467,2054,als
0.8494810461997986,2467,3409,als
0.7135933637619019,2467,1223,als
0.6998288035392761,2467,2224,als
0.6528986692428589,2467,1583,als
0.608555793762207,2467,1811,als
0.6062129735946655,2467,2774,als
0.6038063168525696,2467,2862,als
0.5983291268348694,2467,2732,als
0.5899581909179688,2467,3562,als
0.9659688472747803,1627,3269,als
0.9610326886177063,1627,3424,als
0.9314637780189514,1627,601,als
0.9270796179771423,1627,707,als
0.9172225594520569,1627,93,als
0.9153832197189331,1627,2528,als
0.8900279998779297,1627,2688,als
0.8862497806549072,1627,1223,als
